,Municipio,Cantidad,Dia,Latitud,Longitud
10,Montemorelos,2,643,25.1835,-99.8297
11,Monterrey,34,643,25.6714,-100.309
12,Santa Catarina,6,643,25.6756,-100.462
13,Santiago,0,643,25.427,-100.152
14,Vallecillo,0,643,26.6597,-99.9869
15,Villaldama,1,643,26.5008,-100.426
16,Hidalgo,1,643,25.9722,-100.451
17,Abasolo,0,643,25.9436,-100.394
18,Allende,0,643,25.2836,-100.02
19,Hidalgo,0,643,25.9722,-100.451
20,Galeana,2,643,24.8229,-100.074
21,Guadalupe,0,643,25.6792,-100.235
22,Hidalgo,0,643,25.9722,-100.451
23,Santa Catarina,0,643,25.6756,-100.462
24,General Zuazua,0,643,25.8927,-100.106
25,Guadalupe,12,643,25.6792,-100.235
26,Los Herreras,0,643,25.9057,-99.4064
27,Higueras,0,643,25.9634,-100.015
28,Allende,0,643,25.2836,-100.02
29,Abasolo,1,643,25.9436,-100.394
30,Melchor Ocampo,0,643,26.0554,-99.5431
31,Hidalgo,0,643,25.9722,-100.451
32,Abasolo,0,643,25.9436,-100.394
33,Apodaca,8,643,25.7816,-100.188
34,Aramberri,0,643,24.1007,-99.8179
35,Bustamante,0,643,26.5343,-100.506
36,Hualahuises,0,643,24.8838,-99.6752
37,El Carmen,1,643,25.9259,-100.359
38,Galeana,0,643,24.8229,-100.074
39,General Bravo,0,643,25.7926,-99.1786
40,General Escobedo,7,643,25.7802,-100.316
41,General Treviño,4,643,26.223,-99.4838
42,Iturbide,0,643,24.7247,-99.9001
43,Melchor Ocampo,0,643,26.0554,-99.5431
44,Mier y Noriega,0,643,23.4252,-100.117
45,Los Ramones,0,643,25.6987,-99.6248
46,Rayones,0,643,25.0161,-100.075
47,Sabinas Hidalgo,3,643,26.5069,-100.179
48,Salinas Victoria,0,643,25.9639,-100.294
49,Hidalgo,4,643,25.9722,-100.451
50,Guadalupe,0,643,25.6792,-100.235
51,Santa Catarina,0,643,25.6756,-100.462
52,Abasolo,1,643,25.9436,-100.394
53,Bustamante,0,643,26.5343,-100.506
54,Guadalupe,4,643,25.6792,-100.235
55,Melchor Ocampo,0,643,26.0554,-99.5431
0,Agualeguas,0,644,26.3128,-99.5391
1,Los Aldamas,0,644,26.064,-99.1958
2,Allende,1,644,25.2836,-100.02
3,Cerralvo,0,644,26.0843,-99.6156
4,China,1,644,25.7033,-99.2365
5,Doctor Arroyo,0,644,23.6731,-100.18
6,Doctor Coss,0,644,25.933,-99.167
7,Lampazos de Naranjo,0,644,27.0245,-100.508
8,Linares,1,644,24.8579,-99.5663
9,Mina,0,644,26.0029,-100.535
10,Montemorelos,3,644,25.1835,-99.8297
11,Monterrey,32,644,25.6714,-100.309
12,Santa Catarina,6,644,25.6756,-100.462
13,Santiago,0,644,25.427,-100.152
14,Vallecillo,0,644,26.6597,-99.9869
15,Villaldama,0,644,26.5008,-100.426
16,Hidalgo,0,644,25.9722,-100.451
17,Abasolo,0,644,25.9436,-100.394
18,Allende,0,644,25.2836,-100.02
19,Hidalgo,0,644,25.9722,-100.451
20,Galeana,1,644,24.8229,-100.074
21,Guadalupe,0,644,25.6792,-100.235
22,Hidalgo,0,644,25.9722,-100.451
23,Santa Catarina,0,644,25.6756,-100.462
24,General Zuazua,0,644,25.8927,-100.106
25,Guadalupe,8,644,25.6792,-100.235
26,Los Herreras,0,644,25.9057,-99.4064
27,Higueras,0,644,25.9634,-100.015
28,Allende,0,644,25.2836,-100.02
29,Abasolo,3,644,25.9436,-100.394
30,Melchor Ocampo,0,644,26.0554,-99.5431
31,Hidalgo,0,644,25.9722,-100.451
32,Abasolo,0,644,25.9436,-100.394
33,Apodaca,10,644,25.7816,-100.188
34,Aramberri,0,644,24.1007,-99.8179
35,Bustamante,0,644,26.5343,-100.506
36,Hualahuises,0,644,24.8838,-99.6752
37,El Carmen,0,644,25.9259,-100.359
38,Galeana,0,644,24.8229,-100.074
39,General Bravo,0,644,25.7926,-99.1786
40,General Escobedo,6,644,25.7802,-100.316
41,General Treviño,1,644,26.223,-99.4838
42,Iturbide,0,644,24.7247,-99.9001
43,Melchor Ocampo,0,644,26.0554,-99.5431
44,Mier y Noriega,0,644,23.4252,-100.117
45,Los Ramones,0,644,25.6987,-99.6248
46,Rayones,0,644,25.0161,-100.075
47,Sabinas Hidalgo,6,644,26.5069,-100.179
48,Salinas Victoria,0,644,25.9639,-100.294
49,Hidalgo,1,644,25.9722,-100.451
50,Guadalupe,0,644,25.6792,-100.235
51,Santa Catarina,0,644,25.6756,-100.462
52,Abasolo,0,644,25.9436,-100.394
53,Bustamante,0,644,26.5343,-100.506
54,Guadalupe,2,644,25.6792,-100.235
55,Melchor Ocampo,0,644,26.0554,-99.5431
0,Agualeguas,0,645,26.3128,-99.5391
1,Los Aldamas,0,645,26.064,-99.1958
2,Allende,0,645,25.2836,-100.02
3,Cerralvo,0,645,26.0843,-99.6156
4,China,0,645,25.7033,-99.2365
5,Doctor Arroyo,2,645,23.6731,-100.18
6,Doctor Coss,0,645,25.933,-99.167
7,Lampazos de Naranjo,0,645,27.0245,-100.508
8,Linares,1,645,24.8579,-99.5663
9,Mina,0,645,26.0029,-100.535
10,Montemorelos,5,645,25.1835,-99.8297
11,Monterrey,43,645,25.6714,-100.309
12,Santa Catarina,3,645,25.6756,-100.462
13,Santiago,0,645,25.427,-100.152
14,Vallecillo,0,645,26.6597,-99.9869
15,Villaldama,0,645,26.5008,-100.426
16,Hidalgo,0,645,25.9722,-100.451
17,Abasolo,0,645,25.9436,-100.394
18,Allende,0,645,25.2836,-100.02
19,Hidalgo,0,645,25.9722,-100.451
20,Galeana,0,645,24.8229,-100.074
21,Guadalupe,0,645,25.6792,-100.235
22,Hidalgo,0,645,25.9722,-100.451
23,Santa Catarina,0,645,25.6756,-100.462
24,General Zuazua,0,645,25.8927,-100.106
25,Guadalupe,9,645,25.6792,-100.235
26,Los Herreras,1,645,25.9057,-99.4064
27,Higueras,0,645,25.9634,-100.015
28,Allende,0,645,25.2836,-100.02
29,Abasolo,0,645,25.9436,-100.394
30,Melchor Ocampo,0,645,26.0554,-99.5431
31,Hidalgo,0,645,25.9722,-100.451
32,Abasolo,0,645,25.9436,-100.394
33,Apodaca,6,645,25.7816,-100.188
34,Aramberri,0,645,24.1007,-99.8179
35,Bustamante,1,645,26.5343,-100.506
36,Hualahuises,0,645,24.8838,-99.6752
37,El Carmen,1,645,25.9259,-100.359
38,Galeana,0,645,24.8229,-100.074
39,General Bravo,0,645,25.7926,-99.1786
40,General Escobedo,6,645,25.7802,-100.316
41,General Treviño,1,645,26.223,-99.4838
42,Iturbide,0,645,24.7247,-99.9001
43,Melchor Ocampo,0,645,26.0554,-99.5431
44,Mier y Noriega,0,645,23.4252,-100.117
45,Los Ramones,0,645,25.6987,-99.6248
46,Rayones,0,645,25.0161,-100.075
47,Sabinas Hidalgo,5,645,26.5069,-100.179
48,Salinas Victoria,2,645,25.9639,-100.294
49,Hidalgo,1,645,25.9722,-100.451
50,Guadalupe,0,645,25.6792,-100.235
51,Santa Catarina,0,645,25.6756,-100.462
52,Abasolo,2,645,25.9436,-100.394
53,Bustamante,1,645,26.5343,-100.506
54,Guadalupe,3,645,25.6792,-100.235
55,Melchor Ocampo,0,645,26.0554,-99.5431
0,Agualeguas,0,646,26.3128,-99.5391
1,Los Aldamas,0,646,26.064,-99.1958
2,Allende,1,646,25.2836,-100.02
3,Cerralvo,1,646,26.0843,-99.6156
4,China,1,646,25.7033,-99.2365
5,Doctor Arroyo,1,646,23.6731,-100.18
6,Doctor Coss,0,646,25.933,-99.167
7,Lampazos de Naranjo,0,646,27.0245,-100.508
8,Linares,0,646,24.8579,-99.5663
9,Mina,0,646,26.0029,-100.535
10,Montemorelos,5,646,25.1835,-99.8297
11,Monterrey,27,646,25.6714,-100.309
12,Santa Catarina,7,646,25.6756,-100.462
13,Santiago,1,646,25.427,-100.152
14,Vallecillo,0,646,26.6597,-99.9869
15,Villaldama,3,646,26.5008,-100.426
16,Hidalgo,1,646,25.9722,-100.451
17,Abasolo,0,646,25.9436,-100.394
18,Allende,0,646,25.2836,-100.02
19,Hidalgo,0,646,25.9722,-100.451
20,Galeana,1,646,24.8229,-100.074
21,Guadalupe,0,646,25.6792,-100.235
22,Hidalgo,0,646,25.9722,-100.451
23,Santa Catarina,0,646,25.6756,-100.462
24,General Zuazua,0,646,25.8927,-100.106
25,Guadalupe,10,646,25.6792,-100.235
26,Los Herreras,1,646,25.9057,-99.4064
27,Higueras,0,646,25.9634,-100.015
28,Allende,1,646,25.2836,-100.02
29,Abasolo,1,646,25.9436,-100.394
30,Melchor Ocampo,0,646,26.0554,-99.5431
31,Hidalgo,0,646,25.9722,-100.451
32,Abasolo,0,646,25.9436,-100.394
33,Apodaca,15,646,25.7816,-100.188
34,Aramberri,0,646,24.1007,-99.8179
35,Bustamante,1,646,26.5343,-100.506
36,Hualahuises,0,646,24.8838,-99.6752
37,El Carmen,0,646,25.9259,-100.359
38,Galeana,1,646,24.8229,-100.074
39,General Bravo,0,646,25.7926,-99.1786
40,General Escobedo,6,646,25.7802,-100.316
41,General Treviño,1,646,26.223,-99.4838
42,Iturbide,0,646,24.7247,-99.9001
43,Melchor Ocampo,0,646,26.0554,-99.5431
44,Mier y Noriega,0,646,23.4252,-100.117
45,Los Ramones,0,646,25.6987,-99.6248
46,Rayones,0,646,25.0161,-100.075
47,Sabinas Hidalgo,1,646,26.5069,-100.179
48,Salinas Victoria,0,646,25.9639,-100.294
49,Hidalgo,1,646,25.9722,-100.451
50,Guadalupe,0,646,25.6792,-100.235
51,Santa Catarina,0,646,25.6756,-100.462
52,Abasolo,0,646,25.9436,-100.394
53,Bustamante,0,646,26.5343,-100.506
54,Guadalupe,8,646,25.6792,-100.235
55,Melchor Ocampo,0,646,26.0554,-99.5431
0,Agualeguas,0,647,26.3128,-99.5391
1,Los Aldamas,0,647,26.064,-99.1958
2,Allende,0,647,25.2836,-100.02
3,Cerralvo,0,647,26.0843,-99.6156
4,China,0,647,25.7033,-99.2365
5,Doctor Arroyo,1,647,23.6731,-100.18
6,Doctor Coss,0,647,25.933,-99.167
7,Lampazos de Naranjo,0,647,27.0245,-100.508
8,Linares,0,647,24.8579,-99.5663
9,Mina,0,647,26.0029,-100.535
10,Montemorelos,0,647,25.1835,-99.8297
11,Monterrey,13,647,25.6714,-100.309
12,Santa Catarina,1,647,25.6756,-100.462
13,Santiago,0,647,25.427,-100.152
14,Vallecillo,0,647,26.6597,-99.9869
15,Villaldama,0,647,26.5008,-100.426
16,Hidalgo,0,647,25.9722,-100.451
17,Abasolo,0,647,25.9436,-100.394
18,Allende,0,647,25.2836,-100.02
19,Hidalgo,0,647,25.9722,-100.451
20,Galeana,0,647,24.8229,-100.074
21,Guadalupe,0,647,25.6792,-100.235
22,Hidalgo,1,647,25.9722,-100.451
23,Santa Catarina,0,647,25.6756,-100.462
24,General Zuazua,0,647,25.8927,-100.106
25,Guadalupe,2,647,25.6792,-100.235
26,Los Herreras,0,647,25.9057,-99.4064
27,Higueras,0,647,25.9634,-100.015
28,Allende,1,647,25.2836,-100.02
29,Abasolo,0,647,25.9436,-100.394
30,Melchor Ocampo,0,647,26.0554,-99.5431
31,Hidalgo,0,647,25.9722,-100.451
32,Abasolo,0,647,25.9436,-100.394
33,Apodaca,7,647,25.7816,-100.188
34,Aramberri,1,647,24.1007,-99.8179
35,Bustamante,0,647,26.5343,-100.506
36,Hualahuises,0,647,24.8838,-99.6752
37,El Carmen,0,647,25.9259,-100.359
38,Galeana,0,647,24.8229,-100.074
39,General Bravo,0,647,25.7926,-99.1786
40,General Escobedo,2,647,25.7802,-100.316
41,General Treviño,0,647,26.223,-99.4838
42,Iturbide,0,647,24.7247,-99.9001
43,Melchor Ocampo,0,647,26.0554,-99.5431
44,Mier y Noriega,0,647,23.4252,-100.117
45,Los Ramones,0,647,25.6987,-99.6248
46,Rayones,0,647,25.0161,-100.075
47,Sabinas Hidalgo,4,647,26.5069,-100.179
48,Salinas Victoria,0,647,25.9639,-100.294
49,Hidalgo,0,647,25.9722,-100.451
50,Guadalupe,0,647,25.6792,-100.235
51,Santa Catarina,0,647,25.6756,-100.462
52,Abasolo,0,647,25.9436,-100.394
53,Bustamante,0,647,26.5343,-100.506
54,Guadalupe,1,647,25.6792,-100.235
55,Melchor Ocampo,0,647,26.0554,-99.5431
0,Agualeguas,0,648,26.3128,-99.5391
1,Los Aldamas,0,648,26.064,-99.1958
2,Allende,0,648,25.2836,-100.02
3,Cerralvo,0,648,26.0843,-99.6156
4,China,0,648,25.7033,-99.2365
5,Doctor Arroyo,0,648,23.6731,-100.18
6,Doctor Coss,1,648,25.933,-99.167
7,Lampazos de Naranjo,0,648,27.0245,-100.508
8,Linares,0,648,24.8579,-99.5663
9,Mina,0,648,26.0029,-100.535
10,Montemorelos,2,648,25.1835,-99.8297
11,Monterrey,8,648,25.6714,-100.309
12,Santa Catarina,1,648,25.6756,-100.462
13,Santiago,0,648,25.427,-100.152
14,Vallecillo,0,648,26.6597,-99.9869
15,Villaldama,0,648,26.5008,-100.426
16,Hidalgo,0,648,25.9722,-100.451
17,Abasolo,0,648,25.9436,-100.394
18,Allende,0,648,25.2836,-100.02
19,Hidalgo,0,648,25.9722,-100.451
20,Galeana,0,648,24.8229,-100.074
21,Guadalupe,0,648,25.6792,-100.235
22,Hidalgo,0,648,25.9722,-100.451
23,Santa Catarina,0,648,25.6756,-100.462
24,General Zuazua,0,648,25.8927,-100.106
25,Guadalupe,4,648,25.6792,-100.235
26,Los Herreras,0,648,25.9057,-99.4064
27,Higueras,0,648,25.9634,-100.015
28,Allende,0,648,25.2836,-100.02
29,Abasolo,0,648,25.9436,-100.394
30,Melchor Ocampo,0,648,26.0554,-99.5431
31,Hidalgo,0,648,25.9722,-100.451
32,Abasolo,0,648,25.9436,-100.394
33,Apodaca,0,648,25.7816,-100.188
34,Aramberri,0,648,24.1007,-99.8179
35,Bustamante,1,648,26.5343,-100.506
36,Hualahuises,0,648,24.8838,-99.6752
37,El Carmen,1,648,25.9259,-100.359
38,Galeana,1,648,24.8229,-100.074
39,General Bravo,0,648,25.7926,-99.1786
40,General Escobedo,3,648,25.7802,-100.316
41,General Treviño,0,648,26.223,-99.4838
42,Iturbide,0,648,24.7247,-99.9001
43,Melchor Ocampo,0,648,26.0554,-99.5431
44,Mier y Noriega,0,648,23.4252,-100.117
45,Los Ramones,0,648,25.6987,-99.6248
46,Rayones,0,648,25.0161,-100.075
47,Sabinas Hidalgo,4,648,26.5069,-100.179
48,Salinas Victoria,1,648,25.9639,-100.294
49,Hidalgo,0,648,25.9722,-100.451
50,Guadalupe,0,648,25.6792,-100.235
51,Santa Catarina,0,648,25.6756,-100.462
52,Abasolo,1,648,25.9436,-100.394
53,Bustamante,0,648,26.5343,-100.506
54,Guadalupe,0,648,25.6792,-100.235
55,Melchor Ocampo,0,648,26.0554,-99.5431
0,Agualeguas,0,649,26.3128,-99.5391
1,Los Aldamas,0,649,26.064,-99.1958
2,Allende,0,649,25.2836,-100.02
3,Cerralvo,2,649,26.0843,-99.6156
4,China,0,649,25.7033,-99.2365
5,Doctor Arroyo,3,649,23.6731,-100.18
6,Doctor Coss,0,649,25.933,-99.167
7,Lampazos de Naranjo,0,649,27.0245,-100.508
8,Linares,1,649,24.8579,-99.5663
9,Mina,0,649,26.0029,-100.535
10,Montemorelos,3,649,25.1835,-99.8297
11,Monterrey,30,649,25.6714,-100.309
12,Santa Catarina,3,649,25.6756,-100.462
13,Santiago,3,649,25.427,-100.152
14,Vallecillo,0,649,26.6597,-99.9869
15,Villaldama,0,649,26.5008,-100.426
16,Hidalgo,5,649,25.9722,-100.451
17,Abasolo,0,649,25.9436,-100.394
18,Allende,1,649,25.2836,-100.02
19,Hidalgo,0,649,25.9722,-100.451
20,Galeana,1,649,24.8229,-100.074
21,Guadalupe,0,649,25.6792,-100.235
22,Hidalgo,0,649,25.9722,-100.451
23,Santa Catarina,0,649,25.6756,-100.462
24,General Zuazua,0,649,25.8927,-100.106
25,Guadalupe,4,649,25.6792,-100.235
26,Los Herreras,0,649,25.9057,-99.4064
27,Higueras,0,649,25.9634,-100.015
28,Allende,0,649,25.2836,-100.02
29,Abasolo,1,649,25.9436,-100.394
30,Melchor Ocampo,0,649,26.0554,-99.5431
31,Hidalgo,0,649,25.9722,-100.451
32,Abasolo,0,649,25.9436,-100.394
33,Apodaca,8,649,25.7816,-100.188
34,Aramberri,0,649,24.1007,-99.8179
35,Bustamante,0,649,26.5343,-100.506
36,Hualahuises,0,649,24.8838,-99.6752
37,El Carmen,0,649,25.9259,-100.359
38,Galeana,1,649,24.8229,-100.074
39,General Bravo,0,649,25.7926,-99.1786
40,General Escobedo,7,649,25.7802,-100.316
41,General Treviño,1,649,26.223,-99.4838
42,Iturbide,0,649,24.7247,-99.9001
43,Melchor Ocampo,0,649,26.0554,-99.5431
44,Mier y Noriega,0,649,23.4252,-100.117
45,Los Ramones,0,649,25.6987,-99.6248
46,Rayones,0,649,25.0161,-100.075
47,Sabinas Hidalgo,5,649,26.5069,-100.179
48,Salinas Victoria,0,649,25.9639,-100.294
49,Hidalgo,1,649,25.9722,-100.451
50,Guadalupe,0,649,25.6792,-100.235
51,Santa Catarina,0,649,25.6756,-100.462
52,Abasolo,0,649,25.9436,-100.394
53,Bustamante,0,649,26.5343,-100.506
54,Guadalupe,14,649,25.6792,-100.235
55,Melchor Ocampo,0,649,26.0554,-99.5431
0,Agualeguas,0,650,26.3128,-99.5391
1,Los Aldamas,0,650,26.064,-99.1958
2,Allende,1,650,25.2836,-100.02
3,Cerralvo,1,650,26.0843,-99.6156
4,China,0,650,25.7033,-99.2365
5,Doctor Arroyo,0,650,23.6731,-100.18
6,Doctor Coss,0,650,25.933,-99.167
7,Lampazos de Naranjo,0,650,27.0245,-100.508
8,Linares,0,650,24.8579,-99.5663
9,Mina,0,650,26.0029,-100.535
10,Montemorelos,2,650,25.1835,-99.8297
11,Monterrey,15,650,25.6714,-100.309
12,Santa Catarina,4,650,25.6756,-100.462
13,Santiago,1,650,25.427,-100.152
14,Vallecillo,0,650,26.6597,-99.9869
15,Villaldama,1,650,26.5008,-100.426
16,Hidalgo,1,650,25.9722,-100.451
17,Abasolo,0,650,25.9436,-100.394
18,Allende,1,650,25.2836,-100.02
19,Hidalgo,0,650,25.9722,-100.451
20,Galeana,0,650,24.8229,-100.074
21,Guadalupe,0,650,25.6792,-100.235
22,Hidalgo,0,650,25.9722,-100.451
23,Santa Catarina,0,650,25.6756,-100.462
24,General Zuazua,0,650,25.8927,-100.106
25,Guadalupe,3,650,25.6792,-100.235
26,Los Herreras,0,650,25.9057,-99.4064
27,Higueras,0,650,25.9634,-100.015
28,Allende,0,650,25.2836,-100.02
29,Abasolo,0,650,25.9436,-100.394
30,Melchor Ocampo,0,650,26.0554,-99.5431
31,Hidalgo,0,650,25.9722,-100.451
32,Abasolo,0,650,25.9436,-100.394
33,Apodaca,8,650,25.7816,-100.188
34,Aramberri,1,650,24.1007,-99.8179
35,Bustamante,0,650,26.5343,-100.506
36,Hualahuises,0,650,24.8838,-99.6752
37,El Carmen,0,650,25.9259,-100.359
38,Galeana,1,650,24.8229,-100.074
39,General Bravo,0,650,25.7926,-99.1786
40,General Escobedo,6,650,25.7802,-100.316
41,General Treviño,1,650,26.223,-99.4838
42,Iturbide,0,650,24.7247,-99.9001
43,Melchor Ocampo,1,650,26.0554,-99.5431
44,Mier y Noriega,0,650,23.4252,-100.117
45,Los Ramones,0,650,25.6987,-99.6248
46,Rayones,0,650,25.0161,-100.075
47,Sabinas Hidalgo,2,650,26.5069,-100.179
48,Salinas Victoria,1,650,25.9639,-100.294
49,Hidalgo,2,650,25.9722,-100.451
50,Guadalupe,0,650,25.6792,-100.235
51,Santa Catarina,0,650,25.6756,-100.462
52,Abasolo,0,650,25.9436,-100.394
53,Bustamante,0,650,26.5343,-100.506
54,Guadalupe,15,650,25.6792,-100.235
55,Melchor Ocampo,0,650,26.0554,-99.5431
0,Agualeguas,0,651,26.3128,-99.5391
1,Los Aldamas,0,651,26.064,-99.1958
2,Allende,0,651,25.2836,-100.02
3,Cerralvo,0,651,26.0843,-99.6156
4,China,0,651,25.7033,-99.2365
5,Doctor Arroyo,1,651,23.6731,-100.18
6,Doctor Coss,0,651,25.933,-99.167
7,Lampazos de Naranjo,0,651,27.0245,-100.508
8,Linares,2,651,24.8579,-99.5663
9,Mina,1,651,26.0029,-100.535
10,Montemorelos,0,651,25.1835,-99.8297
11,Monterrey,18,651,25.6714,-100.309
12,Santa Catarina,1,651,25.6756,-100.462
13,Santiago,2,651,25.427,-100.152
14,Vallecillo,0,651,26.6597,-99.9869
15,Villaldama,1,651,26.5008,-100.426
16,Hidalgo,2,651,25.9722,-100.451
17,Abasolo,0,651,25.9436,-100.394
18,Allende,0,651,25.2836,-100.02
19,Hidalgo,0,651,25.9722,-100.451
20,Galeana,1,651,24.8229,-100.074
21,Guadalupe,0,651,25.6792,-100.235
22,Hidalgo,0,651,25.9722,-100.451
23,Santa Catarina,0,651,25.6756,-100.462
24,General Zuazua,0,651,25.8927,-100.106
25,Guadalupe,8,651,25.6792,-100.235
26,Los Herreras,0,651,25.9057,-99.4064
27,Higueras,1,651,25.9634,-100.015
28,Allende,0,651,25.2836,-100.02
29,Abasolo,1,651,25.9436,-100.394
30,Melchor Ocampo,0,651,26.0554,-99.5431
31,Hidalgo,0,651,25.9722,-100.451
32,Abasolo,0,651,25.9436,-100.394
33,Apodaca,3,651,25.7816,-100.188
34,Aramberri,1,651,24.1007,-99.8179
35,Bustamante,0,651,26.5343,-100.506
36,Hualahuises,0,651,24.8838,-99.6752
37,El Carmen,2,651,25.9259,-100.359
38,Galeana,1,651,24.8229,-100.074
39,General Bravo,0,651,25.7926,-99.1786
40,General Escobedo,9,651,25.7802,-100.316
41,General Treviño,0,651,26.223,-99.4838
42,Iturbide,0,651,24.7247,-99.9001
43,Melchor Ocampo,0,651,26.0554,-99.5431
44,Mier y Noriega,0,651,23.4252,-100.117
45,Los Ramones,0,651,25.6987,-99.6248
46,Rayones,0,651,25.0161,-100.075
47,Sabinas Hidalgo,6,651,26.5069,-100.179
48,Salinas Victoria,0,651,25.9639,-100.294
49,Hidalgo,0,651,25.9722,-100.451
50,Guadalupe,0,651,25.6792,-100.235
51,Santa Catarina,0,651,25.6756,-100.462
52,Abasolo,0,651,25.9436,-100.394
53,Bustamante,0,651,26.5343,-100.506
54,Guadalupe,3,651,25.6792,-100.235
55,Melchor Ocampo,0,651,26.0554,-99.5431
0,Agualeguas,0,652,26.3128,-99.5391
1,Los Aldamas,0,652,26.064,-99.1958
2,Allende,0,652,25.2836,-100.02
3,Cerralvo,1,652,26.0843,-99.6156
4,China,1,652,25.7033,-99.2365
5,Doctor Arroyo,4,652,23.6731,-100.18
6,Doctor Coss,0,652,25.933,-99.167
7,Lampazos de Naranjo,0,652,27.0245,-100.508
8,Linares,2,652,24.8579,-99.5663
9,Mina,0,652,26.0029,-100.535
10,Montemorelos,4,652,25.1835,-99.8297
11,Monterrey,17,652,25.6714,-100.309
12,Santa Catarina,2,652,25.6756,-100.462
13,Santiago,1,652,25.427,-100.152
14,Vallecillo,2,652,26.6597,-99.9869
15,Villaldama,0,652,26.5008,-100.426
16,Hidalgo,1,652,25.9722,-100.451
17,Abasolo,0,652,25.9436,-100.394
18,Allende,0,652,25.2836,-100.02
19,Hidalgo,0,652,25.9722,-100.451
20,Galeana,0,652,24.8229,-100.074
21,Guadalupe,1,652,25.6792,-100.235
22,Hidalgo,0,652,25.9722,-100.451
23,Santa Catarina,0,652,25.6756,-100.462
24,General Zuazua,0,652,25.8927,-100.106
25,Guadalupe,8,652,25.6792,-100.235
26,Los Herreras,1,652,25.9057,-99.4064
27,Higueras,0,652,25.9634,-100.015
28,Allende,1,652,25.2836,-100.02
29,Abasolo,3,652,25.9436,-100.394
30,Melchor Ocampo,0,652,26.0554,-99.5431
31,Hidalgo,0,652,25.9722,-100.451
32,Abasolo,0,652,25.9436,-100.394
33,Apodaca,6,652,25.7816,-100.188
34,Aramberri,1,652,24.1007,-99.8179
35,Bustamante,0,652,26.5343,-100.506
36,Hualahuises,0,652,24.8838,-99.6752
37,El Carmen,0,652,25.9259,-100.359
38,Galeana,0,652,24.8229,-100.074
39,General Bravo,0,652,25.7926,-99.1786
40,General Escobedo,5,652,25.7802,-100.316
41,General Treviño,1,652,26.223,-99.4838
42,Iturbide,0,652,24.7247,-99.9001
43,Melchor Ocampo,3,652,26.0554,-99.5431
44,Mier y Noriega,0,652,23.4252,-100.117
45,Los Ramones,0,652,25.6987,-99.6248
46,Rayones,0,652,25.0161,-100.075
47,Sabinas Hidalgo,4,652,26.5069,-100.179
48,Salinas Victoria,1,652,25.9639,-100.294
49,Hidalgo,0,652,25.9722,-100.451
50,Guadalupe,0,652,25.6792,-100.235
51,Santa Catarina,0,652,25.6756,-100.462
52,Abasolo,1,652,25.9436,-100.394
53,Bustamante,1,652,26.5343,-100.506
54,Guadalupe,11,652,25.6792,-100.235
55,Melchor Ocampo,0,652,26.0554,-99.5431
0,Agualeguas,0,653,26.3128,-99.5391
1,Los Aldamas,0,653,26.064,-99.1958
2,Allende,0,653,25.2836,-100.02
3,Cerralvo,0,653,26.0843,-99.6156
4,China,0,653,25.7033,-99.2365
5,Doctor Arroyo,0,653,23.6731,-100.18
6,Doctor Coss,0,653,25.933,-99.167
7,Lampazos de Naranjo,0,653,27.0245,-100.508
8,Linares,1,653,24.8579,-99.5663
9,Mina,0,653,26.0029,-100.535
10,Montemorelos,0,653,25.1835,-99.8297
11,Monterrey,13,653,25.6714,-100.309
12,Santa Catarina,4,653,25.6756,-100.462
13,Santiago,0,653,25.427,-100.152
14,Vallecillo,0,653,26.6597,-99.9869
15,Villaldama,0,653,26.5008,-100.426
16,Hidalgo,0,653,25.9722,-100.451
17,Abasolo,0,653,25.9436,-100.394
18,Allende,1,653,25.2836,-100.02
19,Hidalgo,0,653,25.9722,-100.451
20,Galeana,0,653,24.8229,-100.074
21,Guadalupe,0,653,25.6792,-100.235
22,Hidalgo,0,653,25.9722,-100.451
23,Santa Catarina,0,653,25.6756,-100.462
24,General Zuazua,0,653,25.8927,-100.106
25,Guadalupe,11,653,25.6792,-100.235
26,Los Herreras,0,653,25.9057,-99.4064
27,Higueras,1,653,25.9634,-100.015
28,Allende,0,653,25.2836,-100.02
29,Abasolo,0,653,25.9436,-100.394
30,Melchor Ocampo,2,653,26.0554,-99.5431
31,Hidalgo,1,653,25.9722,-100.451
32,Abasolo,0,653,25.9436,-100.394
33,Apodaca,4,653,25.7816,-100.188
34,Aramberri,0,653,24.1007,-99.8179
35,Bustamante,0,653,26.5343,-100.506
36,Hualahuises,0,653,24.8838,-99.6752
37,El Carmen,1,653,25.9259,-100.359
38,Galeana,0,653,24.8229,-100.074
39,General Bravo,0,653,25.7926,-99.1786
40,General Escobedo,5,653,25.7802,-100.316
41,General Treviño,0,653,26.223,-99.4838
42,Iturbide,0,653,24.7247,-99.9001
43,Melchor Ocampo,0,653,26.0554,-99.5431
44,Mier y Noriega,0,653,23.4252,-100.117
45,Los Ramones,0,653,25.6987,-99.6248
46,Rayones,0,653,25.0161,-100.075
47,Sabinas Hidalgo,3,653,26.5069,-100.179
48,Salinas Victoria,0,653,25.9639,-100.294
49,Hidalgo,0,653,25.9722,-100.451
50,Guadalupe,0,653,25.6792,-100.235
51,Santa Catarina,0,653,25.6756,-100.462
52,Abasolo,0,653,25.9436,-100.394
53,Bustamante,1,653,26.5343,-100.506
54,Guadalupe,3,653,25.6792,-100.235
55,Melchor Ocampo,0,653,26.0554,-99.5431
0,Agualeguas,0,654,26.3128,-99.5391
